10897,"Demand to build/increase economic infrastructure, not specified", The company decided to invest in new telecommunications systems for its branches 
10897,"Demand to build/increase economic infrastructure, not specified", The company branch demanded headquarters allot greater funding for transportation costs 
10897,"Demand to build/increase economic infrastructure, not specified", Senators petitioned the government to sign a new BIT with a coalition of African states 
10897,"Demand to build/increase economic infrastructure, not specified", A group of representatives called for more funding to bail out banks 
10897,"Demand to build/increase economic infrastructure, not specified", Macron demands increase in spending on corporate establishments to improve economic output by the end of the year. 
10897,"Demand to build/increase economic infrastructure, not specified", Government demands new transit authority should begin construction immediately. 
10897,"Demand to build/increase economic infrastructure, not specified"," As fighting against rebels continues to decrease in war torn Syria, civilians being to wonder whether or not their economy will be restored to post-crisis levels; Assad will meet with key allies to discuss new trade agreements to facilitate this week. "
10897,"Demand to build/increase economic infrastructure, not specified", the mp also states to the pm that a train track connecting the city to london would help boost employment. 
10897,"Demand to build/increase economic infrastructure, not specified"," Infrastructure projects - electricity, roads, airports, water systems and telecommunications are the foundations of modern economies. They have a huge multiplier effect (a dollar spent on infrastructure leads to an outcome of greater than two dollars [1]).
When you put up a power plant, you not only generate employment directly through construction and operations at the power plant, but also create an industrial base around the plant who would want to tap the power. These industries would get more entrepreneurs and employ more labor. These workers would purchase more goods from the markets, creating a virtuous cycle. 
When you put a road through a backward area, you bring them close to employment options, markets and better healthcare. Infrastructure is the key to wiping poverty.
China and India are on extreme ends when it comes to infrastructure spending. While China's spending on roads and power exploded since late 1990s, India's stagnated (look at the dotted worm below). We haven't only spent less, but we were also quite inefficient. "
10894,"Demand to build/increase information infrastructure, not specified",Recent intelligence hacks have caused citizens to demand the government improve its surveillance techniques 
10894,"Demand to build/increase information infrastructure, not specified", After the attack citizens demanded the government conduct wider intelligence monitoring 
10894,"Demand to build/increase information infrastructure, not specified", Recent mayhem resulted in widespread demand in state personnel for the state to improve information systems 
10894,"Demand to build/increase information infrastructure, not specified", Recent failures have prompted widespread citizen demand for the state to improve its spy networks 
10894,"Demand to build/increase information infrastructure, not specified", Russian interference in the election has caused American citizens to demand the U.S. strengthen cybersecurity 
10894,"Demand to build/increase information infrastructure, not specified", Conservative pollsters' demanded examination into election fraud 
10894,"Demand to build/increase information infrastructure, not specified", Democratic senators demanded additional funding for intelligence agencies 
10894,"Demand to build/increase information infrastructure, not specified"," The new administration requested another $100,000 in funding to assist current cybersecurity projects "
10894,"Demand to build/increase information infrastructure, not specified", A Republican led effort requested additional funding for drone based intelligence gathering operations 
10894,"Demand to build/increase information infrastructure, not specified", Recent disasters have caused U.S. decisions to support government collecting of citizen information  
10894,"Demand to build/increase information infrastructure, not specified", President Mayama of Ghana has said his government would continue the construction of the national communication center started already by the previous administration as it is a laudable idea.
344,"Express intent to change institutions, regime",Serbian President Vojislav Kostunica promised to democratize Serbia and establish the rule of law as he succeeded   
344,"Express intent to change institutions, regime", British Prime Minister Theresa May has promised to institute Brexit successfully.  
344,"Express intent to change institutions, regime", President Trump has called to leave NATO.  
344,"Express intent to change institutions, regime", The Turkish President has successfully taken control of all military and political decisions within the country.  
344,"Express intent to change institutions, regime", The French Parliament has voted to reform the method of passing bills and acts within th country.  
344,"Express intent to change institutions, regime"," Civic Dialogue
Civic Dialogue is dialogue in which people explore matters of civic importance and consider the dimensions of a civic or social issue, policy, or decisions of consequence to their lives, communities, and society "
344,"Express intent to change institutions, regime", Indian prime minister Narendra Modi has agreed on the name for the post of Indian president  
344,"Express intent to change institutions, regime", President Bujar Nishani of Albania has confirmed to the senate house he would handover power for a new government to conduct a general election due to his failing health. 
344,"Express intent to change institutions, regime", The Prime Minister of the United Kingdom has continued to express willingness to separate from the European Union in accordance with Brexit.
341,Express intent to change leadership,"Ousted President Askar Akayev has agreed to resign without returning to the Kyrgyzstan, the Parliament speaker said Saturday.  "
341,Express intent to change leadership, Prime Minister David Cameron has agreed to resign from his position.  
341,Express intent to change leadership,"  President Donald Trump's embattled national security adviser Michael Flynn resigned late Monday night, following reports that he had misled Vice President Mike Pence and other officials about his contacts with Russia.  "
341,Express intent to change leadership," The Tunisian Prime Minister has announced first-time cabinet changes, replacing two of his key Ministers.  "
341,Express intent to change leadership, The President of Turkey is facing considerable pressure fromhis government to step down. 
341,Express intent to change leadership, Alexis Tsipras of Greece has agreed to step down as Prime Minister. 
341,Express intent to change leadership, It was announced Saturday by a Parliament speaker that President Askar Akayev has agreed to resign and will not be returning to Kyrgyzstan. 
341,Express intent to change leadership," Upon the uprisings and rebellions which took place in Yemen, the president agreed to abdicate his position of power in order to quell the violence and riots that were erupting throughout the country. "
341,Express intent to change leadership, President Assad of Syria has promised to ceasefire and also step down and handover power to an interim government that would oversee and conduct a fresh election. 
341,Express intent to change leadership, The president of Eygpt has stepped down after mass protests in Cairo on Friday.
342,Express intent to change policy,"Planning and Investment Minister Tran Xuan Gia said Vietnam is committed to opening up the economy but will not be rushed, in a rare interview late on Friday.  "
342,Express intent to change policy, President Trump has begun a plan to drastically overhaul the US immigration policy.  
342,Express intent to change policy, Irish political officials are reforming their tax policies in regards to foreign private businesses working in the country.  
342,Express intent to change policy," In a surprise reversal, Israel has chosen to not continue to build settlements in the West Bank.  "
342,Express intent to change policy," Due to repeated failures in Syria, US Intelligence officials have declared that there must be new policies put in place to fight terrorists. "
342,Express intent to change policy," The GOP has been committed to changing healthcare policy in the US for years, but has yet to pass its replacement for the ACA. "
342,Express intent to change policy, President Trump  has agreed to change public education policies. 
342,Express intent to change policy, the indian govenment has agreed to lift ban on imported cars. 
342,Express intent to change policy, The UK Prime Minister intends to change the rules governing Parliament that allow for the removal of the prime minister. 
343,Express intent to provide rights,"Turkey will allow up to 13,000 Turkish Kurd refugees who have lived in Iraq for more than a decade to return home as part of a UN-brokered deal. "
343,Express intent to provide rights," France is ready to contribute up to 4,000 troops to an international peacekeeping force in Yugoslavia, Defence Minister Pierre Joxe said on Monday. "
343,Express intent to provide rights, The Security Council today agreed to a six-month extension of the mandate for the peacekeeping force in Lebanon (UNIFIL) despite Israelês wish for a shorter period.
343,Express intent to provide rights," Members of the House of Representatives announced Sunday that they believe the 19th Amendment will pass, marking the first step toward Women's Suffrage in the United States. "
343,Express intent to provide rights," Marco Rubio explained that he supported the Dream Act, which will allow undocumented immigrants a path to citizenship through education or the military. "
343,Express intent to provide rights," The United Nations Human Rights Council on March 24, 2017, indicated that it will take a key step toward preventing future abuses and bringing justice for victims in Burma by adopting a strong resolution condemning violations and making significant recommendations, Human Rights Watch said today. "
343,Express intent to provide rights, The Mexican government has expressed interest in taking steps towards amending its health law to establish a community-based mental health system. 
343,Express intent to provide rights, Missouri's Republican-led Legislature for years has wanted to enact right to work. 
343,Express intent to provide rights,President Trump expressed his desire for the passage of the Equal Rights Amendment. 
343,Express intent to provide rights,"Roy Cooper argued in the latest debate that House Bill 2, or the ""Bathroom Bill"" should be overruled to allow trans rights. "
343,Express intent to provide rights, the Kremlin has offered the four journalist who were accused of leaking sensitive Russian information to the US a state pardon and they allowed to visit and live in Russia again if they choose to. 
343,Express intent to provide rights," Miller died before Decedent. After Decedent died, Tomlinson filed a petition for probate of the will and for letters of administration. Tomlinson argued that neither Miller's son, Michael Jennings (""Jennings""), nor Miller's grandchildren were entitled to inherit under the will because the will does not provide for them.
The probate court disagreed, and determined that Jennings was among those entitled to inherit the residue of Decedent's estate as the issue of Miller, the predeceased residual beneficiary. The court determined that Decedent's gift of the residue of her estate to Miller did not provide for a lapse if she did not survive decedent. The court determined the ""omission did not 'express an intention that the issue of [Miller] not succeed to her share.' "
343,Express intent to provide rights, Chinese delegates to the UN have promised to provide the right to education to all migrant women living in China by the end of the year.
811,Ease restrictions on political freedoms,President Omar Hassan al-Bashir promised to allow newspapers to print negative portrayals of the administration. 
811,Ease restrictions on political freedoms,Bashir also pledged to enhance press freedom so that it can play its role in the success of the national dialogue unconditionally as long they abide by the norms of the profession. 
811,Ease restrictions on political freedoms, Trump signs order seeking to allow churches to engage in more political activity. 
811,Ease restrictions on political freedoms, California's assembly votes to allow communists to hold state jobs. 
811,Ease restrictions on political freedoms," Israel's Coordinator of Government Activities in the Territories (COGAT), the defense ministry branch which manages civilian affairs in the Palestinian Territories, announced changes to permit regulations and quotas for prayers at Al-Aqsa Mosque on the Temple Mount in Jerusalem, family visits in Israel, and flights abroad. "
811,Ease restrictions on political freedoms, Legislation allows different forms of religious expression in public schools. 
811,Ease restrictions on political freedoms, President Rodrigo Duterte has formally ordered the military to respect Constitutional rights and recognize the role of the media following his declaration of martial law in Mindanao. 
811,Ease restrictions on political freedoms," Speaking to the press during his mission to Ethiopia, the United Nations High Commissioner for Human Rights today highlighted the need for greater and freer civic space, with –broader latitude for the contributions of critical or dissenting views” to decision-making in the country. "
811,Ease restrictions on political freedoms, The government moves to relax regulations on voting rights with a bill proposed on Monday. 
811,Ease restrictions on political freedoms," Given current events, Indonesia must allow homosexual citizens to vote. "
811,Ease restrictions on political freedoms, Restrictions on assembly and expression were lifted today in Romania as new party promising progressive views wins election on Friday. 
811,Ease restrictions on political freedoms," ""Faith is deeply embedded into the history of our country, the spirit of our founding and the soul of our nation,"" Trump told supporters gathered in the Rose Garden on Thursday. ""We will not allow people of faith to be targeted, bullied or silenced anymore.""
The order's signing, coinciding with the National Day of Prayer, fulfills a key campaign promise by Trump, who once told a crowd of religious leaders that he envisioned a future in which they would be able to openly support political candidates. The amendment, originally a part of the Internal Revenue Code of 1954, prevents all 501(c)(3) non-profit organizations from advocating for political candidates. "
811,Ease restrictions on political freedoms, China said Tuesday that it would be easing  political restrictions in  Tibet by allowing religious and political gatherings . 
811,Ease restrictions on political freedoms, President Buhari has promised to remove Nigeria troops from the disputed peninsula in Cameroon border and rather sit with the Cameroon president for a more diplomatic way to end the land dispute. 
811,Ease restrictions on political freedoms," Until the Trump administration took office, previous United States presidents supported human rights and political freedoms wherever violations occurred, including urging Russia to ease harsh restrictions on journalists."
812,Ease ban on political parties or politicians,The Ivory Coastês Supreme Court decided to allow candidate Alassane Ouattara to participate in the countryês upcoming elections. 
812,Ease ban on political parties or politicians, President Donald Trump on Thursday signed an executive order on religious liberties designed to ease a ban on political activity by churches and other tax-exempt institutions. 
812,Ease ban on political parties or politicians,The National Council for Peace and Order has decided to overturn the ban on political parties from holding political activities.
812,Ease ban on political parties or politicians," Responding to the outcry over disputed parliamentary elections in December and the huge street protests in Moscow that followed, Russian lawmakers on Friday unanimously approved legislation to make it easier to form and maintain new political parties. "
812,Ease ban on political parties or politicians, The United States Supreme Court ruled Friday that banning Neo-Nazi political parties is unconstitutional under the First Amendment. 
812,Ease ban on political parties or politicians," Turkey's ruling military junta lifted a 22-month ban on political activity Sunday, a major development in the country's timetable toward restoring democracy by the end of 1983. "
812,Ease ban on political parties or politicians," Kenya's prime minister explained yesterday that the seventy year-old ban on the political hate group, Raka, will end next month. "
812,Ease ban on political parties or politicians, Bashir directed authorities in the states and localities across Sudan to enable political parties to carry out their activities inside and outside their headquarters without restrictions except those dictated by the law. 
812,Ease ban on political parties or politicians, The Rwandan Supreme Court ruled that political candiate Robert Smith will be allowed to campaign in the presidential election. 
812,Ease ban on political parties or politicians," After many riots, the Taiwanese government will allow opposing campaigns to run in the election.
 "
812,Ease ban on political parties or politicians," Este sabado 24 y 25 de junio culminan las renovaciones de los partidos politicos en Venezuela, lo que profundiza la pluralidad de las actividades politicas en Venezuela sin restriccion alguna, salvo a las condiciones minimas establecidas por ley. "
812,Ease ban on political parties or politicians, after much deliberation president Putin has allowed state run media houses to grant air time for ad to his opposition party. 
812,Ease ban on political parties or politicians, The parliament of England has decided to lift their ban on Ourtreaching Conservative party due to their model behavior since the original incident in 2014. 
813,Ease curfew,Yugoslavia lifted a night curfew in Kosovo where 28 people have been killed in ethnic riots this year. 
813,Ease curfew, President Omar El Bashir on Thursday shortened the nightly curfew imposed in Sudan after a June 30 coup toppled the civilian government. 
813,Ease curfew,The Warsaw radio reported today that a nationwide curfew would be lifted on the night of Dec. 24-25 so people could attend midnight mass on Christmas Eve. 
813,Ease curfew,The mayor of Baltimore and the police deparment announced a lifting of the curfew on the city. 
813,Ease curfew,U.S. Forces Korea commander Gen. Walter Sharp said Wednesday that beginning Aug. 15 he will relax the curfew to let troops stay out two extra hours on weekends. 
813,Ease curfew,Police and borough officials said enforcement of the 38-year-old ordinance will be relaxed this summer. 
813,Ease curfew,"Police authorities in Kano has eased the curfew imposed on the state to 11pm-6am as against the 8pm-6am, the public relation officer of the Kano Police Command, Deputy Superintendent of Police, DSP Baba Muhammad has said. "
813,Ease curfew,"Security forces loyal to Ivory Coastês incumbent leader Laurent Gbagbo have eased a curfew around an area of Abidjan, the scene of recent clashes. "
813,Ease curfew,Burundi's military rulers marked their first week in power Thursday by easing a curfew they tightened after their coup and vowing to defy sanctions aimed at toppling them.
813,Ease curfew," Egypt's cabinet decided on Tuesday to shorten the curfew hours imposed in North Sinai to allow residents to perform Eid Al-Fitr prayers on time, state-owned MENA reported. "
813,Ease curfew," _Ï_ê_Ñ_¬ _____Ó _Ñ_¥_Ò_©_ª_ù _©_Ï _©_Ï_¥_¥_Ó, _Ó_¬_©_¥_ª_¥_» _Ó_ª_©_¬_ê_Ï_ª_¥_» _Ó_Á___ª___¥ _Ï_©___¥_Ï _Ô___©_¥_» _Ï_©_Ê_¥_» _ê_¥ _Ï_Ó___Á_ª__ _ê_» _Ó_¢_¥___¬ _Ó_ê_Ñ_¬_¥_Ù _©_Ó_¥_÷_Ï _¢_Ï _Ô_Ê_ª _Ó_Ê_¥_¢_¬ _Ó___Ï_Á_÷_ª_Ê_ª_ù _Ô_»_Õ_¥_Ô_Ó _Ï_¢_Ï_ª_ª_Ó _Ô_ê_Ï_ª___¥_» _Ô_Ó_»_Ê_Ñ_Ï_¥_ª_¥_»
 "
813,Ease curfew," After days of rioting, Rodrigo Duterte has removed a night curfew that he had imposed on the Philippines since last Friday. "
813,Ease curfew, the Edo State government last night issued that the 24 hours curfew be lifted.
814,Ease state of emergency or martial law,"Yugoslavia eased emergency measures on Wednesday in Kosovo province, the scene of ethnic violence last March, as authorities in Croatia cracked down on Serbian nationalists. "
814,Ease state of emergency or martial law," Sudanês government on Sunday lifted a state of emergency in West Darfur State that was imposed six months ago after bloody tribal clashes there, Omdurman radio reported Sunday. "
814,Ease state of emergency or martial law,"The Turkish Government decided today to lift martial law in 13 additional provinces, the semiofficial Anatolia press agency reported. "
814,Ease state of emergency or martial law," Military chiefs in Thailand agreed that martial law imposed after September's coup can be lifted in parts of the country, army commander Gen. Sondhi Boonayaratkalin said. "
814,Ease state of emergency or martial law,President Ferdinand E. Marcos announced today that he would ease his five-year martial law restrictions by calling for National Assembly elections next year and lifting the 1 A.M.-to-4 A.M. curfew and the ban on foreign travel by Filipino. 
814,Ease state of emergency or martial law,"Polish authorities have lifted the overnight curfew in the northern port of Szczecin, reimposed after street clashes between security forces and supporters of the suspended Solidarity union May 3, state radio said Saturday. "
814,Ease state of emergency or martial law,"Because the Turkish Congress is unable to meet during a state of emergency, Turkish president Erdogan declared the end of martial law. "
814,Ease state of emergency or martial law,PGMA declared the end of martial law in the Phillipines.
814,Ease state of emergency or martial law, Polish police ended the state of emergency this morning. 
814,Ease state of emergency or martial law," After the hurricane moved north, President Trump ended the state of emergency in Florida. "
814,Ease state of emergency or martial law, Martial law lifted in Southern Philippine state of Mindanao after clashes with militants end in the region on Wednesday.  
814,Ease state of emergency or martial law," the governor of Edo state Godwin Obasogie ,has reiterated that when tension ease, he would consult with President Buhari to lift the dusk to dawn curfew imposed after  the terrorist attack in the state. "
814,Ease state of emergency or martial law, Some foreign leaders believe that the Phillipean President should ease the state of martial law that the country is currently under. 
814,Ease state of emergency or martial law," Bolivian authorities have announced an end to the recent imposition of martial law, a crackdown which went into effect following a growing number of violent protests against the government"
298,"Appeal to build military infrastructure, not specified", The Pakistani military advocated for an increase in military infrastructure across their border with India.  
298,"Appeal to build military infrastructure, not specified", The Department of Defence approved for an additional $20 million dollars to be added to the military infrastructure budget. 
298,"Appeal to build military infrastructure, not specified", The leading French military generals petitioned French Parliament for additional infrastructure financing.  
298,"Appeal to build military infrastructure, not specified", The Senate signed a bill enabling a 50% increase in military infrastructure development across the United States. 
298,"Appeal to build military infrastructure, not specified"," Citing the poor state of multiple bases across the Gulf, the government has decided to begin building new military infrastructure in the area. "
298,"Appeal to build military infrastructure, not specified", The Indian Defense minister petitioned parliament yesterday to allocate more funds towards cutting edge naval research.  
298,"Appeal to build military infrastructure, not specified", NATO has agreed with the Ukrainian government  it would form ties with Ukraine to create a NATO base in the country to help fight against any Russia interference. 
298,"Appeal to build military infrastructure, not specified", The Ukraine expresses their regret to have not built improved military infrastructure to anticipate Russian attack in 2015.  
298,"Appeal to build military infrastructure, not specified", Poland looking to increase military to spending to over 2% GDP in response to increase in terror attacks world wide.
299,"Appeal  to build/increase economic infrastructure, not specified",The Head of the Securites and Exchange Commission called for the development of new financial regulatory groups.  
299,"Appeal  to build/increase economic infrastructure, not specified", The Mayor of New York approved the installation of 500 Bloomberg Terminals across the city.  
299,"Appeal  to build/increase economic infrastructure, not specified", The Mayor of London began a campaign for a new airport in East of London.  
299,"Appeal  to build/increase economic infrastructure, not specified",  The IMF cited the urgency needed in funding the creation of basic economic infrastructure in third-world countries.  
299,"Appeal  to build/increase economic infrastructure, not specified", State officials in Virginia appealed Congress for help in developing economic infrastructure in rural areas. 
299,"Appeal  to build/increase economic infrastructure, not specified"," The  Bengali president called on the Bangladesh Parliament, Jatiya Sangsad, to authorize funds of  2 Million Bangladeshi Taka to create a new irrigation system and salt water purification facility Protype that the Takashimi Company in Japan has pledged to pay 350 million Yen for, if the Desalination plant can produce 15 million GPD (Gallons Per Day) by 2020. "
299,"Appeal  to build/increase economic infrastructure, not specified", the massob group who meet with President Buhari yesterday reminded the president to keep true to his campaign promise to build their community a befitting health care center. 
299,"Appeal  to build/increase economic infrastructure, not specified", The Mayor of New Delhi today had asked for an emergency meeting to discuss on how to increase the railway and road network of the city. 
299,"Appeal  to build/increase economic infrastructure, not specified", A political leader suggests expanding assets that accommodate economic advances when expanding infrastructure in non specified way 
299,"Appeal  to build/increase economic infrastructure, not specified"," The government will do its part to provide infrastructure to help integrate Israel‰Ûªs Arab citizens into the workforce, Prime Minister Binyamin Netanyahu said on Tuesday, but specified that the community must do its fair share.
‰ÛÏWe‰Ûªll invest in the national infrastructure. I want you to invest in your personal infrastructure,‰Ûù he said at the third annual Prime Minister‰Ûªs Conference on economic issues at Tel Aviv University, this year focusing on Arab integration."
296,"Appeal to build social infrastructure, not specified","In March 2016 an agreement was signed between Austrian company •VAMEDê and Iranês Social Security Organization (SSO) by which the former was committed to build a 320-bed hospital in Shiraz, the capital of Fars Province. "
296,"Appeal to build social infrastructure, not specified",The San Francisco Board of Education may soon commit to building a new elementary school in Mission Bay nearly two decades after the land was set aside for the development. 
296,"Appeal to build social infrastructure, not specified", Richard Branson has appealed to the UK government to build more social infrastructure over the next four years. 
296,"Appeal to build social infrastructure, not specified", Residents of the federal capital territory in Abuja Nigeria has called on the federal government to build a befitting medical center for free health care. 
296,"Appeal to build social infrastructure, not specified", In April the government of Romania approved plans to improve the infrastructure for homeless children of their country by possibly building new orphanages. 
296,"Appeal to build social infrastructure, not specified", Leaders in Saudi Arabia looking to improve access for citizens to higher education.
297,"Appeal to build political infrastructure, not specified","President Trump has called for a major increase in infrastructure spending, and Treasury Secretary Steven Mnuchin has suggested that a national infrastructure bank could play a role in solving our transportation woes."
297,"Appeal to build political infrastructure, not specified", Nelson Mandela continues to fight for black votes in South Africa. 
297,"Appeal to build political infrastructure, not specified", Commissioner Garner argued for an additional $1.55 million on election spending in order to open two new early voting locations for the 6th Congressional District runoff election. 
297,"Appeal to build political infrastructure, not specified"," Roy Cooper, Governor of North Carolina, argued for increased state spending for courthouses in the debate last night. "
297,"Appeal to build political infrastructure, not specified",President Erdogan of Turkey argued in a speech last night that the country needs more voting stations. 
297,"Appeal to build political infrastructure, not specified", ôö¯á¯_ôã¯¬ ôÉôãôÄ ¯_ôã¯_ôö¯ø¯_ô  ôÅô_ ¯øôöôã¯© ¯_ôã¯´ôÉ¯_¯±¯_¯» ¯_ôã¯_¯±¯¬ô_¯© ¯_ôãôÉ¯»¯_¯ø¯© ¯¬¯_ôã¯_¯_¯Â¯© ¯´ôãôä ¯_ôã¯»¯_¯_ôÉ ¯´¯_¯_ôÅô_ ¯¬¯±¯µ¯ø ¯»ô ôÅô_¯¡ ¯_ôâôöôâ ¯_ôã¯´ô ¯_¯_ô . 
297,"Appeal to build political infrastructure, not specified"," After the revolution occurred, the country of Egypt appealed to surrounding nations and various groups to assist in rebuilding the political infrastructure. "
297,"Appeal to build political infrastructure, not specified"," Responding to allegations of voter intimidation, political action groups have appealed to Crimean security forces to provide a network of government-sponsored protection for intimidated citizens in various regions. "
297,"Appeal to build political infrastructure, not specified", the president  meet the chairman of the electoral commission to discuss plans to make the nation a 2 party state.
294,"Appeal to build/increase information infrastructure, not specified","French Government creates plans to increase Sustainable Supply of Internet Services for ""full Internet connectivity."" "
294,"Appeal to build/increase information infrastructure, not specified", American Vice President Al Gore increases Africa's connection to the global information infrastructure 
294,"Appeal to build/increase information infrastructure, not specified"," Germany proposes new network connectivity to increase information opportunities in Western Europe, sources said on Monday. "
294,"Appeal to build/increase information infrastructure, not specified"," Chinese companies agree that the best way to bring China forward is to increase information technology infrastructure, at a recent summit on the future of the Chinese economy.  "
294,"Appeal to build/increase information infrastructure, not specified"," After the visit of facebook founder Zack to Nigeria, the President was quoted to have said from 2018 the federal government would fund a free WiFi service for all homes with unlimited free broadband. "
294,"Appeal to build/increase information infrastructure, not specified", The House will have to wait to vote on the new healthcare package they are trying to get to replace The AffordableCare Act.
295,"Appeal to build energy infrastructure, not specified",The developer of the Keystone XL pipeline is once again seeking approval for a route through Nebraska. TransCanada said Thursday that it has filed an application with the state commission that regulates oil pipelines. 
295,"Appeal to build energy infrastructure, not specified"," In view of the various power projects being developed in Nepal, India and the Himalayan nation have agreed to lay down new cross-border transmission lines. "
295,"Appeal to build energy infrastructure, not specified"," Chinaês next generation nuclear vision includes rolling out a series of floating marine power plants to light up offshore initiatives by 2020, a government spokesperson for science and technology has confirmed. "
295,"Appeal to build energy infrastructure, not specified", President Ashraf Ghani of Afghanistan during is speech yesterday at the state house promise the Afghan people he has listened to their appeal and would get UN funding to start building renewable energy infrastructure as normacy has returned to the region. 
295,"Appeal to build energy infrastructure, not specified"," Venezuela,   announced yesterday to pledge nearly $1 billion dollars  in funds toward the country's infrastructure ; hoping to encourage job opportunities in  the country and  improve the economy. "
295,"Appeal to build energy infrastructure, not specified"," In June 2017, President Trump pushes coal mining in roadless forest giving access to coal miners and coal energy sector to 17 million tons of coal."
292,"Appeal to ethno-political following, not specified",Syrian Kurdish militias pleaded for help from Turkish Kurds on Thursday after fighters from the Islamic state of Iraq and the Levant invaded. 
292,"Appeal to ethno-political following, not specified", Syrian Kurds called for their Kurdish Brothers to start a hunger strike for their independence. 
292,"Appeal to ethno-political following, not specified", Many American Muslims are feeling a call to arms due to the recent refugee situation occurring in allied European nations  
292,"Appeal to ethno-political following, not specified"," In understanding that the internal tribal conflicts would become an issue, the Saudi Arabian government has done a proper job of integrating the governmental rule with that of the authority inherent in tribal leaders across the land. "
292,"Appeal to ethno-political following, not specified", the US has call on Russia to support them with its troop to fight Isis rather than killing innocent civilians in Aleppo.
293,"Appeal to internet following, not specified","Trump tell supporters through various media outlets to ""stop harrasing minorities."" "
293,"Appeal to internet following, not specified", Trump uses Twitter to encourage his followers to ignore the mainstrem media. 
293,"Appeal to internet following, not specified", Trump tweets online in order to show his followers that he says what he thinks. 
293,"Appeal to internet following, not specified","ISIS recruits followers through various social media outlets, CNS Reports say. "
293,"Appeal to internet following, not specified",The Islamis State is the most effective terrorist group ever to use online media to spread radicalization. 
293,"Appeal to internet following, not specified","Kanye West, who is considered the most influential person on the internet, encouraged his followers to stop following Taylor Swift after their online fight last year. "
293,"Appeal to internet following, not specified","Twitter ""influencers"" can convince their followers to buy a product more effectively than advertisements."
293,"Appeal to internet following, not specified", Erdogan encouraged his Muslim brothers via Facebook to not give up Jerusalem. 
293,"Appeal to internet following, not specified", United States President Donald Trump infuriated the American public today by revealing a Democrat scam via his social media accounts. 
293,"Appeal to internet following, not specified", Youtubers John and Hank Green persuaded their DFTBA followers to raise $1 million for charity last month. 
293,"Appeal to internet following, not specified", Anonymous calls on followers to attack Donald Trump. 
293,"Appeal to internet following, not specified", the German police is asking people  not to post pictures and videos online so the terrorist on the run don't get information on the next moves . 
293,"Appeal to internet following, not specified", The British government has been accused of using social media to manipulate public opinions on Brexit. 
293,"Appeal to internet following, not specified"," A popular misconception is that cases are always appealed. Not often does a losing party have an automatic right of appeal. There usually must be a legal basis for the appeal‰ÛÓan alleged material error in the trial‰ÛÓnot just the fact that the losing party didn‰Ûªt like the verdict.
In a civil case, either party may appeal to a higher court. In a criminal case, only the defendant has a right to an appeal in most states. (Some states give the prosecution a limited right to appeal to determine certain points of law. These appeals usually occur before the actual trial begins. Appeals by the prosecution after a verdict are not normally allowed because of the prohibition in the U. S. Constitution against double jeopardy, or being tried twice for the same crime.) "
293,"Appeal to internet following, not specified", The leader of the student protest movement in Armenia took to Twitter this afternoon to encourage students to continue their boycott of national exams. 
1661,Expel or withdraw peacekeepers,"Eighty UN peacekeepers were shipped out of the eastern Bosnian enclave of Gorazde Friday, leaving just 100 UN troops to follow them out later this month. America withdraws peackeepers "
1661,Expel or withdraw peacekeepers, UN peackeepers removed from Chad 
1661,Expel or withdraw peacekeepers, UN peackeepers taken out of danger zone 
1661,Expel or withdraw peacekeepers, UN peackeepers expelled from Russia 
1661,Expel or withdraw peacekeepers, UN peackeepers kicked out of American meeting 
